,prdtypecode
34048.0,1300
34049.0,2403
34050.0,1560
34051.0,1302
34052.0,1280
34053.0,2280
34054.0,2582
34055.0,1140
34056.0,2705
34057.0,2583
34058.0,1300
34059.0,50
34060.0,1160
34061.0,1160
34062.0,2583
34063.0,1280
34064.0,1320
34065.0,1560
34066.0,2280
34067.0,2582
34068.0,2583
34069.0,1560
34070.0,2280
34071.0,2705
34072.0,2583
34073.0,10
34074.0,2582
34075.0,2462
34076.0,2462
34077.0,2522
34078.0,1160
34079.0,1320
34080.0,1940
34081.0,1302
34082.0,1140
34083.0,1560
34084.0,1160
34085.0,2462
34086.0,1302
34087.0,1160
34088.0,2583
34089.0,1302
34090.0,2583
34091.0,1281
34092.0,1280
34093.0,2583
34094.0,1302
34095.0,1920
34096.0,2583
34097.0,1920
34098.0,1300
34099.0,1280
34100.0,1281
34101.0,2403
34102.0,1140
34103.0,2583
34104.0,1560
34105.0,1302
34106.0,2462
34107.0,10
34108.0,2582
34109.0,2060
34110.0,2582
34111.0,40
34112.0,1920
34113.0,2583
34114.0,1280
34115.0,2582
34116.0,1920
34117.0,2403
34118.0,2280
34119.0,1280
34120.0,2583
34121.0,2705
34122.0,1280
34123.0,1280
34124.0,2060
34125.0,1160
34126.0,2403
34127.0,1920
34128.0,1300
34129.0,1920
34130.0,60
34131.0,1560
34132.0,1160
34133.0,2220
34134.0,1920
34135.0,2280
34136.0,40
34137.0,2583
34138.0,1920
34139.0,2583
34140.0,2522
34141.0,2585
34142.0,1301
34143.0,1140
34144.0,2522
34145.0,1280
34146.0,2522
34147.0,2220
34148.0,2583
34149.0,2705
34150.0,1140
34151.0,2705
34152.0,2220
34153.0,2280
34154.0,1160
34155.0,40
34156.0,2582
34157.0,2583
34158.0,10
34159.0,1160
34160.0,2583
34161.0,2705
34162.0,1140
34163.0,2583
34164.0,1280
34165.0,1920
34166.0,2280
34167.0,1300
34168.0,2280
34169.0,1280
34170.0,1560
34171.0,2583
34172.0,2583
34173.0,1281
34174.0,1920
34175.0,1302
34176.0,40
34177.0,2060
34178.0,1560
34179.0,1281
34180.0,2522
34181.0,1920
34182.0,2462
34183.0,2280
34184.0,10
34185.0,1320
34186.0,1281
34187.0,2280
34188.0,1940
34189.0,1280
34190.0,2280
34191.0,1160
34192.0,2280
34193.0,2060
34194.0,2060
34195.0,1940
34196.0,1280
34197.0,2060
34198.0,2060
34199.0,2583
34200.0,2060
34201.0,2583
34202.0,1300
34203.0,2060
34204.0,2583
34205.0,2583
34206.0,40
34207.0,2060
34208.0,2583
34209.0,2060
34210.0,1302
34211.0,2585
34212.0,1560
34213.0,2403
34214.0,40
34215.0,1280
34216.0,1180
34217.0,1320
34218.0,2583
34219.0,2060
34220.0,2060
34221.0,2705
34222.0,1300
34223.0,2583
34224.0,1920
34225.0,2280
34226.0,1560
34227.0,2462
34228.0,2583
34229.0,1301
34230.0,2582
34231.0,1920
34232.0,10
34233.0,50
34234.0,10
34235.0,2585
34236.0,2280
34237.0,2220
34238.0,2280
34239.0,1560
34240.0,2403
34241.0,2705
34242.0,2705
34243.0,1302
34244.0,2403
34245.0,2522
34246.0,2280
34247.0,2583
34248.0,1281
34249.0,1281
34250.0,2585
34251.0,1302
34252.0,2585
34253.0,1281
34254.0,1560
34255.0,10
34256.0,1320
34257.0,1920
34258.0,1280
34259.0,1300
34260.0,1180
34261.0,2403
34262.0,2905
34263.0,1300
34264.0,1160
34265.0,2582
34266.0,1280
34267.0,10
34268.0,1560
34269.0,1940
34270.0,2583
34271.0,1560
34272.0,2705
34273.0,1280
34274.0,2060
34275.0,1301
34276.0,2280
34277.0,1140
34278.0,2583
34279.0,1920
34280.0,2585
34281.0,1920
34282.0,2280
34283.0,1300
34284.0,2583
34285.0,1320
34286.0,2583
34287.0,1301
34288.0,2905
34289.0,2582
34290.0,1920
34291.0,2583
34292.0,2522
34293.0,2522
34294.0,2280
34295.0,2583
34296.0,2522
34297.0,2705
34298.0,1281
34299.0,2280
34300.0,1140
34301.0,2583
34302.0,1280
34303.0,1160
34304.0,1160
34305.0,1940
34306.0,2583
34307.0,2585
34308.0,1920
34309.0,2585
34310.0,2585
34311.0,2403
34312.0,2280
34313.0,2280
34314.0,1300
34315.0,2522
34316.0,2583
34317.0,50
34318.0,2060
34319.0,1920
34320.0,1560
34321.0,2403
34322.0,1560
34323.0,2280
34324.0,2583
34325.0,2403
34326.0,2583
34327.0,2905
34328.0,2522
34329.0,2583
34330.0,2060
34331.0,2403
34332.0,2905
34333.0,40
34334.0,1320
34335.0,2583
34336.0,2705
34337.0,2522
34338.0,2583
34339.0,10
34340.0,2583
34341.0,1300
34342.0,2280
34343.0,2522
34344.0,2280
34345.0,1280
34346.0,1560
34347.0,2403
34348.0,2583
34349.0,2522
34350.0,2220
34351.0,10
34352.0,2705
34353.0,1320
34354.0,2060
34355.0,2522
34356.0,1920
34357.0,2585
34358.0,2403
34359.0,50
34360.0,1300
34361.0,1920
34362.0,50
34363.0,1300
34364.0,1560
34365.0,2060
34366.0,1560
34367.0,2583
34368.0,10
34369.0,2403
34370.0,1140
34371.0,2403
34372.0,2522
34373.0,50
34374.0,1302
34375.0,50
34376.0,1320
34377.0,2060
34378.0,1281
34379.0,2583
34380.0,1920
34381.0,2583
34382.0,10
34383.0,2060
34384.0,1320
34385.0,2582
34386.0,1560
34387.0,10
34388.0,1320
34389.0,1320
34390.0,1302
34391.0,2280
34392.0,1281
34393.0,2060
34394.0,1302
34395.0,1560
34396.0,2585
34397.0,2705
34398.0,2585
34399.0,1281
34400.0,2462
34401.0,1920
34402.0,1160
34403.0,2705
34404.0,50
34405.0,2280
34406.0,10
34407.0,1160
34408.0,2280
34409.0,1320
34410.0,10
34411.0,2280
34412.0,1300
34413.0,2583
34414.0,1140
34415.0,2583
34416.0,1160
34417.0,2060
34418.0,2220
34419.0,2280
34420.0,2583
34421.0,2582
34422.0,1180
34423.0,2705
34424.0,1281
34425.0,2060
34426.0,1140
34427.0,2403
34428.0,1302
34429.0,2583
34430.0,2705
34431.0,2280
34432.0,2403
34433.0,2583
34434.0,2582
34435.0,10
34436.0,2582
34437.0,1140
34438.0,2060
34439.0,2583
34440.0,2582
34441.0,60
34442.0,2522
34443.0,1302
34444.0,2583
34445.0,2585
34446.0,2585
34447.0,2403
34448.0,2403
34449.0,1320
34450.0,1302
34451.0,1560
34452.0,1920
34453.0,2585
34454.0,1300
34455.0,2060
34456.0,2583
34457.0,1302
34458.0,1140
34459.0,2060
34460.0,1160
34461.0,2060
34462.0,2403
34463.0,2705
34464.0,2583
34465.0,1320
34466.0,1160
34467.0,1300
34468.0,2462
34469.0,2705
34470.0,2280
34471.0,1320
34472.0,2280
34473.0,2522
34474.0,1300
34475.0,1320
34476.0,2583
34477.0,10
34478.0,1320
34479.0,2403
34480.0,1300
34481.0,2403
34482.0,2705
34483.0,2583
34484.0,1320
34485.0,2583
34486.0,60
34487.0,1560
34488.0,1560
34489.0,10
34490.0,2462
34491.0,10
34492.0,2705
34493.0,2583
34494.0,1320
34495.0,2522
34496.0,2522
34497.0,10
34498.0,1320
34499.0,1920
34500.0,1160
34501.0,1320
34502.0,2522
34503.0,2403
34504.0,2582
34505.0,1300
34506.0,1281
34507.0,2522
34508.0,1300
34509.0,2583
34510.0,2583
34511.0,1560
34512.0,50
34513.0,1281
34514.0,2583
34515.0,2403
34516.0,2585
34517.0,1320
34518.0,50
34519.0,1940
34520.0,2583
34521.0,2522
34522.0,1280
34523.0,1940
34524.0,1280
34525.0,2403
34526.0,2522
34527.0,2403
34528.0,10
34529.0,2403
34530.0,40
34531.0,2280
34532.0,1920
34533.0,50
34534.0,40
34535.0,1560
34536.0,1320
34537.0,1920
34538.0,2060
34539.0,1140
34540.0,2403
34541.0,2060
34542.0,2585
34543.0,2280
34544.0,2403
34545.0,50
34546.0,2280
34547.0,1320
34548.0,40
34549.0,1300
34550.0,1300
34551.0,2522
34552.0,2280
34553.0,2522
34554.0,1160
34555.0,2403
34556.0,2583
34557.0,2403
34558.0,1560
34559.0,2705
34560.0,1300
34561.0,2403
34562.0,2522
34563.0,2403
34564.0,1920
34565.0,2403
34566.0,2585
34567.0,1560
34568.0,2583
34569.0,2583
34570.0,1920
34571.0,1302
34572.0,1300
34573.0,2583
34574.0,50
34575.0,1160
34576.0,2583
34577.0,1560
34578.0,2403
34579.0,2583
34580.0,1281
34581.0,1320
34582.0,1280
34583.0,2280
34584.0,2220
34585.0,1320
34586.0,1302
34587.0,2060
34588.0,1281
34589.0,1280
34590.0,1920
34591.0,1280
34592.0,2280
34593.0,2522
34594.0,1560
34595.0,2582
34596.0,1560
34597.0,40
34598.0,2403
34599.0,1320
34600.0,2403
34601.0,2462
34602.0,1140
34603.0,2220
34604.0,1560
34605.0,50
34606.0,2403
34607.0,1140
34608.0,1300
34609.0,2060
34610.0,1160
34611.0,2060
34612.0,2462
34613.0,1280
34614.0,1300
34615.0,2522
34616.0,1920
34617.0,2905
34618.0,1320
34619.0,1301
34620.0,2522
34621.0,1280
34622.0,2583
34623.0,1300
34624.0,2280
34625.0,2522
34626.0,2403
34627.0,2705
34628.0,2585
34629.0,2522
34630.0,1320
34631.0,1300
34632.0,1560
34633.0,1560
34634.0,40
34635.0,1300
34636.0,1160
34637.0,2462
34638.0,1920
34639.0,2583
34640.0,1320
34641.0,2705
34642.0,1560
34643.0,2583
34644.0,2705
34645.0,1140
34646.0,2403
34647.0,2060
34648.0,10
34649.0,2522
34650.0,2585
34651.0,1302
34652.0,1300
34653.0,2583
34654.0,2522
34655.0,1140
34656.0,1160
34657.0,2583
34658.0,1320
34659.0,1940
34660.0,2705
34661.0,2583
34662.0,40
34663.0,1160
34664.0,1160
34665.0,2403
34666.0,1280
34667.0,2522
34668.0,1300
34669.0,1280
34670.0,1302
34671.0,2582
34672.0,1560
34673.0,1560
34674.0,2403
34675.0,10
34676.0,2522
34677.0,1280
34678.0,1280
34679.0,10
34680.0,2583
34681.0,1320
34682.0,1920
34683.0,1280
34684.0,1320
34685.0,2583
34686.0,1302
34687.0,2280
34688.0,2280
34689.0,2905
34690.0,2583
34691.0,2583
34692.0,2522
34693.0,2462
34694.0,2585
34695.0,1280
34696.0,1160
34697.0,2585
34698.0,2583
34699.0,2583
34700.0,2583
34701.0,1560
34702.0,2582
34703.0,2522
34704.0,1560
34705.0,1320
34706.0,1140
34707.0,2583
34708.0,2280
34709.0,2585
34710.0,1320
34711.0,2705
34712.0,2060
34713.0,2582
34714.0,2522
34715.0,2583
34716.0,60
34717.0,1280
34718.0,2462
34719.0,2060
34720.0,1560
34721.0,1320
34722.0,60
34723.0,2060
34724.0,1320
34725.0,2583
34726.0,2522
34727.0,1280
34728.0,2060
34729.0,1920
34730.0,1280
34731.0,1320
34732.0,2462
34733.0,50
34734.0,1302
34735.0,1280
34736.0,2462
34737.0,1560
34738.0,2585
34739.0,2583
34740.0,2280
34741.0,2280
34742.0,2403
34743.0,1300
34744.0,1160
34745.0,1920
34746.0,2522
34747.0,2583
34748.0,2705
34749.0,2583
34750.0,1560
34751.0,1320
34752.0,2583
34753.0,2583
34754.0,1280
34755.0,1280
34756.0,1560
34757.0,1280
34758.0,2462
34759.0,2280
34760.0,1300
34761.0,2403
34762.0,1160
34763.0,1280
34764.0,2583
34765.0,1302
34766.0,1560
34767.0,40
34768.0,1560
34769.0,2583
34770.0,2583
34771.0,1560
34772.0,1560
34773.0,2522
34774.0,2583
34775.0,1140
34776.0,2060
34777.0,2583
34778.0,1281
34779.0,1300
34780.0,2705
34781.0,1280
34782.0,1320
34783.0,2705
34784.0,2522
34785.0,2060
34786.0,2522
34787.0,2522
34788.0,2060
34789.0,1281
34790.0,1280
34791.0,2583
34792.0,2462
34793.0,2522
34794.0,10
34795.0,2522
34796.0,1320
34797.0,2462
34798.0,2582
34799.0,10
34800.0,1560
34801.0,2582
34802.0,1320
34803.0,1300
34804.0,2583
34805.0,2585
34806.0,1280
34807.0,10
34808.0,40
34809.0,2705
34810.0,2220
34811.0,10
34812.0,1920
34813.0,2583
34814.0,1140
34815.0,1281
34816.0,2462
34817.0,1280
34818.0,2583
34819.0,1302
34820.0,1560
34821.0,2522
34822.0,1160
34823.0,2060
34824.0,1180
34825.0,40
34826.0,2705
34827.0,1300
34828.0,2403
34829.0,1940
34830.0,1320
34831.0,2905
34832.0,1140
34833.0,1920
34834.0,1281
34835.0,1301
34836.0,2582
34837.0,2522
34838.0,1560
34839.0,1300
34840.0,1300
34841.0,2522
34842.0,2060
34843.0,2585
34844.0,2462
34845.0,2582
34846.0,2905
34847.0,2583
34848.0,10
34849.0,1280
34850.0,2583
34851.0,1140
34852.0,1280
34853.0,1300
34854.0,2280
34855.0,2583
34856.0,2583
34857.0,2522
34858.0,1140
34859.0,2403
34860.0,2705
34861.0,2583
34862.0,2280
34863.0,40
34864.0,1280
34865.0,60
34866.0,50
34867.0,2585
34868.0,2522
34869.0,2280
34870.0,2522
34871.0,2280
34872.0,1560
34873.0,2585
34874.0,40
34875.0,2583
34876.0,1140
34877.0,2280
34878.0,1280
34879.0,1280
34880.0,2583
34881.0,1320
34882.0,40
34883.0,2462
34884.0,1302
34885.0,1920
34886.0,2522
34887.0,2705
34888.0,2280
34889.0,1920
34890.0,1302
34891.0,1320
34892.0,1560
34893.0,1160
34894.0,1140
34895.0,1140
34896.0,2280
34897.0,2522
34898.0,10
34899.0,1300
34900.0,1300
34901.0,1920
34902.0,1300
34903.0,1302
34904.0,1920
34905.0,2403
34906.0,2060
34907.0,2905
34908.0,2582
34909.0,40
34910.0,2280
34911.0,1560
34912.0,1320
34913.0,2582
34914.0,1560
34915.0,2522
34916.0,2060
34917.0,2522
34918.0,1560
34919.0,1560
34920.0,1920
34921.0,2060
34922.0,1300
34923.0,2582
34924.0,1160
34925.0,2583
34926.0,2403
34927.0,60
34928.0,1302
34929.0,1140
34930.0,1281
34931.0,2403
34932.0,2585
34933.0,1300
34934.0,2280
34935.0,2522
34936.0,2583
34937.0,1920
34938.0,1320
34939.0,1920
34940.0,2585
34941.0,2583
34942.0,2280
34943.0,2582
34944.0,1280
34945.0,2583
34946.0,2583
34947.0,10
34948.0,1920
34949.0,2280
34950.0,2220
34951.0,2583
34952.0,2583
34953.0,2583
34954.0,2220
34955.0,1280
34956.0,2582
34957.0,2522
34958.0,1160
34959.0,2582
34960.0,2522
34961.0,1302
34962.0,40
34963.0,2060
34964.0,2583
34965.0,2583
34966.0,2522
34967.0,1280
34968.0,2522
34969.0,1160
34970.0,1300
34971.0,1140
34972.0,2905
34973.0,1160
34974.0,2583
34975.0,1320
34976.0,2522
34977.0,2522
34978.0,2060
34979.0,2403
34980.0,2583
34981.0,2060
34982.0,1180
34983.0,40
34984.0,2705
34985.0,2060
34986.0,2585
34987.0,2582
34988.0,2522
34989.0,2585
34990.0,1300
34991.0,2585
34992.0,2060
34993.0,2280
34994.0,1300
34995.0,2522
34996.0,2522
34997.0,1140
34998.0,1160
34999.0,2905
35000.0,1320
35001.0,2280
35002.0,2280
35003.0,2583
35004.0,1560
35005.0,2583
35006.0,1140
35007.0,1160
35008.0,1560
35009.0,1920
35010.0,2280
35011.0,1320
35012.0,2583
35013.0,1320
35014.0,1320
35015.0,2583
35016.0,1302
35017.0,1560
35018.0,1320
35019.0,1280
35020.0,1560
35021.0,2403
35022.0,1160
35023.0,1560
35024.0,1300
35025.0,2280
35026.0,2705
35027.0,1160
35028.0,1300
35029.0,1302
35030.0,2583
35031.0,2705
35032.0,40
35033.0,2522
35034.0,2705
35035.0,1140
35036.0,2060
35037.0,2403
35038.0,1320
35039.0,2583
35040.0,2583
35041.0,1160
35042.0,1320
35043.0,1302
35044.0,1320
35045.0,2280
35046.0,1280
35047.0,1560
35048.0,2705
35049.0,2583
35050.0,50
35051.0,1560
35052.0,1160
35053.0,1300
35054.0,2522
35055.0,1300
35056.0,2060
35057.0,40
35058.0,1320
35059.0,2583
35060.0,2522
35061.0,2705
35062.0,1281
35063.0,1302
35064.0,2280
35065.0,2583
35066.0,2583
35067.0,1281
35068.0,2403
35069.0,1160
35070.0,1300
35071.0,2905
35072.0,2280
35073.0,2060
35074.0,1301
35075.0,2462
35076.0,1280
35077.0,2582
35078.0,1281
35079.0,1920
35080.0,1940
35081.0,1920
35082.0,1320
35083.0,40
35084.0,1560
35085.0,2585
35086.0,2583
35087.0,1160
35088.0,2403
35089.0,2522
35090.0,1160
35091.0,2060
35092.0,1281
35093.0,2583
35094.0,2583
35095.0,2060
35096.0,2583
35097.0,10
35098.0,1320
35099.0,1180
35100.0,2522
35101.0,1140
35102.0,2522
35103.0,1300
35104.0,1560
35105.0,2060
35106.0,2582
35107.0,2403
35108.0,1300
35109.0,10
35110.0,1280
35111.0,2403
35112.0,10
35113.0,1280
35114.0,2585
35115.0,2522
35116.0,2403
35117.0,2582
35118.0,1280
35119.0,2522
35120.0,2060
35121.0,1302
35122.0,2280
35123.0,1320
35124.0,1281
35125.0,1140
35126.0,1300
35127.0,50
35128.0,2583
35129.0,2060
35130.0,2705
35131.0,1280
35132.0,50
35133.0,2583
35134.0,1302
35135.0,2060
35136.0,1300
35137.0,2905
35138.0,2582
35139.0,1320
35140.0,2522
35141.0,1300
35142.0,2060
35143.0,2522
35144.0,2060
35145.0,1300
35146.0,1920
35147.0,2522
35148.0,1320
35149.0,2705
35150.0,10
35151.0,2583
35152.0,1280
35153.0,50
35154.0,1160
35155.0,1280
35156.0,2583
35157.0,2060
35158.0,1300
35159.0,1560
35160.0,2060
35161.0,2585
35162.0,60
35163.0,1300
35164.0,2280
35165.0,1280
35166.0,1920
35167.0,40
35168.0,1160
35169.0,1180
35170.0,2060
35171.0,2585
35172.0,40
35173.0,1320
35174.0,1160
35175.0,10
35176.0,2583
35177.0,2060
35178.0,2060
35179.0,1280
35180.0,2522
35181.0,2522
35182.0,2462
35183.0,2522
35184.0,1300
35185.0,40
35186.0,2705
35187.0,1281
35188.0,2060
35189.0,2583
35190.0,2705
35191.0,1560
35192.0,2060
35193.0,1920
35194.0,2583
35195.0,1920
35196.0,2403
35197.0,1160
35198.0,1140
35199.0,10
35200.0,2585
35201.0,1560
35202.0,2583
35203.0,1920
35204.0,2280
35205.0,2583
35206.0,2583
35207.0,1560
35208.0,1560
35209.0,1160
35210.0,1940
35211.0,1140
35212.0,1320
35213.0,1160
35214.0,2905
35215.0,10
35216.0,1560
35217.0,10
35218.0,2705
35219.0,2060
35220.0,1160
35221.0,1560
35222.0,1140
35223.0,2583
35224.0,1320
35225.0,2522
35226.0,2583
35227.0,1920
35228.0,10
35229.0,1280
35230.0,2583
35231.0,1320
35232.0,2585
35233.0,1302
35234.0,2060
35235.0,1560
35236.0,2060
35237.0,1160
35238.0,1160
35239.0,1300
35240.0,50
35241.0,1302
35242.0,2060
35243.0,2705
35244.0,1560
35245.0,2522
35246.0,1320
35247.0,2705
35248.0,1920
35249.0,2403
35250.0,1280
35251.0,10
35252.0,2583
35253.0,2905
35254.0,1140
35255.0,2583
35256.0,1180
35257.0,2280
35258.0,2582
35259.0,2705
35260.0,2705
35261.0,10
35262.0,2522
35263.0,2705
35264.0,2280
35265.0,1280
35266.0,1560
35267.0,2403
35268.0,2060
35269.0,2583
35270.0,2585
35271.0,2583
35272.0,1302
35273.0,2585
35274.0,1320
35275.0,2060
35276.0,2582
35277.0,10
35278.0,1320
35279.0,2060
35280.0,1940
35281.0,60
35282.0,1160
35283.0,1560
35284.0,1560
35285.0,1920
35286.0,50
35287.0,1300
35288.0,1560
35289.0,1920
35290.0,2583
35291.0,1301
35292.0,10
35293.0,2583
35294.0,1560
35295.0,40
35296.0,2280
35297.0,1280
35298.0,1160
35299.0,2583
35300.0,2583
35301.0,1302
35302.0,2403
35303.0,1300
35304.0,2462
35305.0,1281
35306.0,2582
35307.0,2462
35308.0,1920
35309.0,2583
35310.0,2583
35311.0,2462
35312.0,50
35313.0,2583
35314.0,1140
35315.0,2462
35316.0,1920
35317.0,2582
35318.0,2522
35319.0,1280
35320.0,1280
35321.0,2582
35322.0,2060
35323.0,1940
35324.0,2583
35325.0,1281
35326.0,2705
35327.0,1300
35328.0,2403
35329.0,2522
35330.0,2583
35331.0,2060
35332.0,1281
35333.0,1281
35334.0,1560
35335.0,2522
35336.0,2583
35337.0,1300
35338.0,1140
35339.0,2522
35340.0,2403
35341.0,1300
35342.0,1280
35343.0,2583
35344.0,2582
35345.0,2583
35346.0,1280
35347.0,50
35348.0,40
35349.0,1302
35350.0,1301
35351.0,1160
35352.0,1140
35353.0,1280
35354.0,1140
35355.0,1300
35356.0,2522
35357.0,2522
35358.0,10
35359.0,2582
35360.0,1160
35361.0,2220
35362.0,1280
35363.0,40
35364.0,1920
35365.0,2583
35366.0,40
35367.0,2280
35368.0,1560
35369.0,2583
35370.0,1280
35371.0,2060
35372.0,2403
35373.0,2582
35374.0,1300
35375.0,1300
35376.0,1300
35377.0,1560
35378.0,2060
35379.0,2060
35380.0,2403
35381.0,1301
35382.0,2583
35383.0,2585
35384.0,40
35385.0,2583
35386.0,1300
35387.0,1300
35388.0,2582
35389.0,1281
35390.0,1280
35391.0,2522
35392.0,1320
35393.0,2583
35394.0,2060
35395.0,2403
35396.0,2403
35397.0,2905
35398.0,2583
35399.0,1320
35400.0,1560
35401.0,10
35402.0,60
35403.0,1280
35404.0,2583
35405.0,2462
35406.0,2705
35407.0,2583
35408.0,2403
35409.0,2280
35410.0,1300
35411.0,1140
35412.0,50
35413.0,10
35414.0,1560
35415.0,1302
35416.0,2583
35417.0,2060
35418.0,1320
35419.0,2585
35420.0,1281
35421.0,1280
35422.0,1560
35423.0,1920
35424.0,1300
35425.0,2522
35426.0,2280
35427.0,1920
35428.0,1320
35429.0,2583
35430.0,1320
35431.0,2583
35432.0,1301
35433.0,2583
35434.0,1940
35435.0,1160
35436.0,2585
35437.0,2280
35438.0,10
35439.0,2583
35440.0,2462
35441.0,1300
35442.0,2583
35443.0,1140
35444.0,2583
35445.0,2522
35446.0,1560
35447.0,2403
35448.0,2583
35449.0,1302
35450.0,2583
35451.0,1300
35452.0,1320
35453.0,50
35454.0,10
35455.0,1280
35456.0,1160
35457.0,2583
35458.0,1560
35459.0,1280
35460.0,40
35461.0,1920
35462.0,50
35463.0,2705
35464.0,1160
35465.0,2060
35466.0,1300
35467.0,2705
35468.0,1301
35469.0,1160
35470.0,60
35471.0,1280
35472.0,10
35473.0,2583
35474.0,40
35475.0,1320
35476.0,1560
35477.0,1300
35478.0,1300
35479.0,10
35480.0,2522
35481.0,2583
35482.0,2522
35483.0,1920
35484.0,1160
35485.0,2583
35486.0,1280
35487.0,2462
35488.0,1140
35489.0,50
35490.0,2583
35491.0,60
35492.0,1280
35493.0,1300
35494.0,2280
35495.0,2585
35496.0,2280
35497.0,2705
35498.0,1920
35499.0,2280
35500.0,2583
35501.0,60
35502.0,1280
35503.0,2585
35504.0,2585
35505.0,2583
35506.0,2705
35507.0,1280
35508.0,2522
35509.0,1140
35510.0,2583
35511.0,1560
35512.0,1320
35513.0,2403
35514.0,60
35515.0,1560
35516.0,2583
35517.0,2583
35518.0,2905
35519.0,2280
35520.0,1280
35521.0,1560
35522.0,2522
35523.0,2583
35524.0,1920
35525.0,2403
35526.0,10
35527.0,1320
35528.0,2060
35529.0,1160
35530.0,1560
35531.0,2522
35532.0,2060
35533.0,1920
35534.0,2522
35535.0,1160
35536.0,60
35537.0,40
35538.0,1300
35539.0,1281
35540.0,50
35541.0,2585
35542.0,10
35543.0,2583
35544.0,1160
35545.0,1320
35546.0,1302
35547.0,2583
35548.0,2403
35549.0,1940
35550.0,1302
35551.0,2583
35552.0,1920
35553.0,1920
35554.0,2060
35555.0,1300
35556.0,2403
35557.0,1280
35558.0,1302
35559.0,1920
35560.0,1560
35561.0,2705
35562.0,40
35563.0,10
35564.0,1160
35565.0,1160
35566.0,2060
35567.0,2585
35568.0,1300
35569.0,1300
35570.0,2522
35571.0,40
35572.0,2403
35573.0,2583
35574.0,2403
35575.0,2060
35576.0,40
35577.0,2403
35578.0,1300
35579.0,10
35580.0,1280
35581.0,1320
35582.0,2583
35583.0,50
35584.0,1320
35585.0,2060
35586.0,1300
35587.0,2585
35588.0,2583
35589.0,2060
35590.0,2585
35591.0,50
35592.0,2522
35593.0,2905
35594.0,2403
35595.0,1300
35596.0,50
35597.0,2220
35598.0,2583
35599.0,2583
35600.0,40
35601.0,2522
35602.0,2280
35603.0,2583
35604.0,2905
35605.0,2522
35606.0,2582
35607.0,2583
35608.0,2585
35609.0,2585
35610.0,2060
35611.0,2060
35612.0,2705
35613.0,60
35614.0,1300
35615.0,2582
35616.0,1302
35617.0,1160
35618.0,2583
35619.0,1300
35620.0,1920
35621.0,1560
35622.0,2583
35623.0,50
35624.0,2522
35625.0,1160
35626.0,1560
35627.0,2905
35628.0,2280
35629.0,1560
35630.0,1320
35631.0,2403
35632.0,40
35633.0,1281
35634.0,1280
35635.0,1140
35636.0,2583
35637.0,2522
35638.0,1300
35639.0,2522
35640.0,2522
35641.0,1280
35642.0,1280
35643.0,2582
35644.0,1300
35645.0,2585
35646.0,40
35647.0,1320
35648.0,2583
35649.0,2462
35650.0,2583
35651.0,1320
35652.0,2522
35653.0,1560
35654.0,1920
35655.0,2403
35656.0,1320
35657.0,1300
35658.0,2583
35659.0,2522
35660.0,2462
35661.0,2705
35662.0,2583
35663.0,2705
35664.0,1302
35665.0,2403
35666.0,2583
35667.0,2403
35668.0,1160
35669.0,1140
35670.0,1920
35671.0,2583
35672.0,1560
35673.0,2582
35674.0,1920
35675.0,10
35676.0,1940
35677.0,10
35678.0,1920
35679.0,1180
35680.0,50
35681.0,1300
35682.0,1920
35683.0,2060
35684.0,1560
35685.0,1920
35686.0,1300
35687.0,10
35688.0,2583
35689.0,10
35690.0,1140
35691.0,1302
35692.0,2522
35693.0,2582
35694.0,2705
35695.0,1560
35696.0,1280
35697.0,40
35698.0,1300
35699.0,1281
35700.0,1140
35701.0,60
35702.0,2522
35703.0,2705
35704.0,2462
35705.0,2060
35706.0,2060
35707.0,60
35708.0,2462
35709.0,1140
35710.0,2522
35711.0,1560
35712.0,2403
35713.0,1302
35714.0,2583
35715.0,10
35716.0,1300
35717.0,2403
35718.0,1920
35719.0,2905
35720.0,2583
35721.0,2060
35722.0,1920
35723.0,2522
35724.0,2705
35725.0,1280
35726.0,1920
35727.0,2060
35728.0,2583
35729.0,1140
35730.0,1281
35731.0,1560
35732.0,2582
35733.0,2582
35734.0,2403
35735.0,2522
35736.0,2583
35737.0,2403
35738.0,2522
35739.0,1281
35740.0,1302
35741.0,1940
35742.0,2060
35743.0,40
35744.0,2583
35745.0,1300
35746.0,1302
35747.0,2585
35748.0,2403
35749.0,1320
35750.0,1280
35751.0,2583
35752.0,1300
35753.0,1160
35754.0,2583
35755.0,1140
35756.0,1180
35757.0,10
35758.0,1300
35759.0,1300
35760.0,60
35761.0,2905
35762.0,2583
35763.0,1280
35764.0,1320
35765.0,1560
35766.0,1280
35767.0,1300
35768.0,2280
35769.0,1160
35770.0,10
35771.0,2583
35772.0,1300
35773.0,1560
35774.0,2583
35775.0,2583
35776.0,1140
35777.0,1300
35778.0,2705
35779.0,2583
35780.0,1280
35781.0,2583
35782.0,2522
35783.0,2403
35784.0,2060
35785.0,2583
35786.0,50
35787.0,2583
35788.0,10
35789.0,1140
35790.0,1300
35791.0,1140
35792.0,2583
35793.0,1320
35794.0,1320
35795.0,2403
35796.0,1302
35797.0,50
35798.0,1560
35799.0,2060
35800.0,2582
35801.0,1300
35802.0,1300
35803.0,2280
35804.0,2403
35805.0,2522
35806.0,1920
35807.0,2705
35808.0,2220
35809.0,1140
35810.0,1300
35811.0,1302
35812.0,2280
35813.0,1180
35814.0,2583
35815.0,10
35816.0,2705
